,Cleaned tweet,Tag
448,The inn was full of immigrants arriving by boat and Red Cross girls dancing xoxo now pay the fine for gathering more Podemitas than what is allowed for normal people,1
449,Will Spanish truckers trapped in the United Kingdom be cared for by rescue companies or do you have to be an illegal African immigrant from mafias to be cared for,1
450,Regardless of the vaccine all illegal immigrants must be deported the border must be permanently closed and all relations with that country must be broken,1
451,That was about executing MENAs and cleaning Badalona,1
452,How many of these murderers have entered Spain in a boat and will we be paying for their tobacco and hotel fees The Islamic State publishes the photograph of a Christian kidnapped in Nigeria through,1
453,Bandidos is spelled stupid you dont know the problems of the shitty immigrant country,1
454,And the Spanish the remaining amount I actually dont see what you want to get out of that data that immigrants from other countries commit crimes And in what country right,1
455,The day those on the boat bring gold frankincense and myrrh we wont care For now they bring Islamism crime and COVID,1
456,They are all sucking the ass of this shitty black woman but they dont know that what I have to endure none of them can endure,1
457,The gay and the feminist woman who defend the entry of Islamist menas all of them a very hard future awaits both of them they will forgive but I do not support the one who is going to condemn me to death as soon as they are the majority and that goes happen in years,1
458,In favor of King Felipe VI The FAS and FCSE Judges and Prosecutors Good Democrats In favor of the Government ETA Coup plotters Squatters Narkos Ripe Subsidized Menas Without light Caada Real Feminazis,1
459,The lord of the menas does not know that they were going for the census issue or anything like that She thinks they had paid thousands of euros and she was traveling with an iPhone and living off boba soup Of course she knows how to manipulate very well and sets up a family not just rapists and sausages,1
460,Communist atheist immigrant and a bad person above all a very bad person You work hard trying to offend millions of Spanish Christians Dont you have anything productive to do these days Nothing to contribute to the common good after the year weve had,1
461,The MENAS should stay with their father and mother who are their responsibility and who must take care of them,1
462,If you want to fuck a black man lady its easier and cheaper to go to Senegal for a couple of weeks like your friends do and you bring him here and support him because as you have seen neither women nor children come in boats Take the antipopulism pill and stop chchr,1
463,It is boat tourism The new tourism concept of the leftist Bolivarian government,1
464,You will be eating with the menas or the squatters or the manteros with a gender perspective recycling and doing something sustainable ecological and vegan Oh and feminist of course,1
465,Have you noticed that on these important dates not even a single boat arrives with our things The Open Arms Aita Mary and other human traffickers also need a few days to be with their families who also have feelings,1
466,Teresa Rodrguez and Kichi inviting a group of Menas their children without masks or safety distance in a wellknown seafood restaurant in Cdiz,1
467,Who even believed at this point in the film that mitigating tagline more than trite by the media that wants to convince us with each arrival of a new boat that the migrants come in good health I dont Seeing is believing while in we continue to make curfew,1
468,The only ones who divide are the banana communists This is KINGDOM DEMOCRACY PARLIAMENTARY MONARCHY and what we are not going to allow is that any IMmigrant comes to tell us how to live and what to be If you dont like him leave the way he came because no one called you and we save what he charges for hate,1
469,If he were black or an immigrant they would have found him by now It is very strong and very hard to say it but unfortunately our politicians make us think things like that,1
470,Really do good Spaniards who get up early to work who open the door to their business who pay taxes and respect the law deserve to keep this SON OF A BITCH an ungrateful and polyconvicted immigrant,1
471,Fucking black cock sucker with that badly congested cock face Last night I verified that Santa Claus does not exist I asked him to remove you from the position in which they put you and we already know why how many have you sucked and I see that you are still in the same position I am going to try it for Three Kings,1
472,In the th century any person had the same status before the Law whether they lived in Spain or in America the Philippines or Guam But not today an illegal immigrant can cross all of Spain while you have to screw yourself and spend Christmas without your family,1
473,Maybe But they would have paid social security to the shepherd boys You are prettier quietly immigrant fraudster,1
474,So will you agree with me that we must evict all the Squatters who have not given a damn or expel the Menas who steal from the elderly and that your children inherit everything you have earned with your efforts,1
475,Fucking robocop there is no way they can give him a ride and send him to his country but in a boat with holes,1
476,I AM LISTENING TO A SPANISH NATIONALIZED IMMIGRANT WHO COMPLAINS ABOUT BEING AN ILLEGAL IMMIGRANT BECAUSE THEY ARE IN THE MELI WITH MONTHLY PAY WITHOUT HITTING HIT,1
477,You have to have a little heart to introduce criminals who come flooding into our society and then destroy the life of the first unfortunate woman who crosses their path,1
478,the best twitter lol ns what are you fucking mora of eggs if you dont like it go to your country,1
479,Immigrant go home,1
480,To be able to go out stay in hotels and travel you have to arrive by boat cheer up,1
481,The new politics of ancient communism and its fight against the Habsburgs or the absolute ignorance and ineptitude of the subsidized immigrant UltraLeft,1
482,Manipulate This ladys government has defended illegal activities manteros criminal menas and that causes a call effect Activities of this type have multiplied since she has been mayor It is not something new with the pandemic it is its growth model,1
483,The only racists we have in Spain are the Independentistas Im not racist Im orderly Legal immigrant yes illegal immigrant no Is it so difficult for you to understand,1
484,The immigrant lives in his square meter he doesnt give a damn about his surroundings dirty streets annoying noises until now they appeal to racism when they are asked to comply with the rules zero empathy every day that passes the more I hate them csm,1
485,Hello if you have a little time left over from partying with illegal immigrants you can stop by here You are welcome,1
486,They kicked him out of their party because he is unbearable In Andalusia they dont want this singer because she doesnt even know how to speak She is a parasite who has only lived on beach bars Protect your children from criminals and rapists And she is in favor of squatting homes for working people A little gem,1
487,Well Im going to sleep calm thinking that Im white and not a shitty black woman,1
488,He has done good ecological management he has kicked out Nissan Catalans will have to dedicate themselves to agriculture The Thieves Guild is already occupied by its Menas,1
489,Merry Christmas Day to the good looking ones The rest of you are riffraff reds communists liberals shitty people feminazis ETA members pedophiles rapists abusers menas pateranos perroflautas grateful stomachs those with the eyebrow antitrump abortionists euthanasists,1
490,Ertes without charging Wages basic its smoke salary increases not if you are not a politician elderly in total abandonment x part of the administration young people nothing aid for MENAS WONT ANYONE BE LEFT BEHIND,1
491,Finally the Moorish whore likes someone,1
492,Barcelona is already looking more like a suburb of Dakar than an American city Every day ore thefts in the middle of the street and now this,1
493,The government of the Canary Islands asks for help to manage ores It has received million euros With that money he can charter all the necessary planes to return them to his parents in Casablanca Why do we have to take care of the children of Moroccans,1
494,And while Barcelona is being devastated these days by hundreds of robberies in the middle of the street and at any hour by hordes of menas,1
495,here the fools make posters and Colau allows it like the occupation dealing MENAS etc,1
496,There is not as much garbage coming in as in recent years And she stops painting them as poor defenseless starving people whose boat trips are recorded with highend cell phones while they sing and look very healthy not poor at all,1
497,And what do you expect me to look out for outsiders first before mine Beautiful country that is keeping all the progressive mob filling the country with Moors and Menas who only know how to fuck steal beat up and rape I hope it touches you and you will see how quickly you change your mind,1
498,Is the Barcelona of the bungling a gray Barcelona full of MENAS insecure dirty passive police where are they Cements asphalt terraces where is the road safety,1
499,Yes Olga but when they arrive they are given a cell phone and housed in no where and what a vidorra they are so envious of being an eonian immigrant,1
500,Feminists never defend the white girls that the Moorish and black menas rape,1
501,I hope that the first vaccines are for all those immigrants who enter illegally since they are the first for other things that they are the first for this as well,1
502,The Menas having fun in Madrid Thank you for bearing witness to a situation that unfortunately is increasingly repeated throughout Spain,1
503,You pay for hotels to those who arrive by boat which by the way comes from our work not yours and you leave the truckers stranded those truckers with their effort and work make you eat every day Less boat more flag,1
504,Poor are those who sleep on the street The Menas live as many Spaniards would like to live at that age Everything paid for sharing a mansion with colleagues and without lacking clothes drinks and vices,1
505,The situation in the Canary Islands continues to be critical a horde of immigrants invading the island and the government stating that they are beings of light despite the crimes committed by them Morocco uses immigrants as political pressure,1
506,If they had had a boat as a means of transportation another rooster would have crowed to them At least with this government,1
507,The Spanish truckers stuck in the traffic jam are stupid If instead of having been working and paying taxes they had gone on a boat with a ball of hashish in their ass the Government of Spain would put them in a star hotel,1
508,Menas subsidy Truckers no subsidy There is no other explanation,1
509,Thats x working with a truck If you had a boat in the Canary Islands you will have accommodation as soon as you arrive,1
510,In the city of crime in Barcelona an immigrant robbing an elderly man,1
511,Marry a disgusting immigrant then,1
512,Lets see cocksuckers we Spaniards and foreigners who have passed through and have gone through the Tax Agency have paid for the vaccines Your friends the menas and the lazy ones who have not contributed in their entire lives those will benefit for the hell of it,1
513,I cant understand how a government president can be so inept and irresponsible The people of Madrid are confined and the government sends us the immigrants who arrived in boats who roam freely through the streets and Barajas A drain,1
514,Dont tell me anything an immigrant came to rent the house next door and since the th he hasnt stopped playing his shitty Central American music,1
515,Illegal immigrant murders his expartner and is now on the run Regulate fucking immigration,1
516,I dont know if its man woman beast or whatever but its repulsive Illegal immigrant and alleged murderer I hope they find him quickly and confirm his guilt so that hopefully he pays dearly The first thing would be to deport him and imprison him in his country of origin,1
517,That you arrive in a boat you have not contributed in your life and on top of that you are an illegal The Government of Spain gives you a hotel cell phone money and even condoms Are you a Spanish guy stuck in England Youre screwed For everything else MISGOVERNMENT OF SPAIN,1
518,Hey idiot find out and find out who the murderer was an immigrant from those lines of the coupist left,1
519,Hey and with all his balls he denies that the government is from Bildue Im pissing myself Damn youll cry when youre even poorer because this government is dedicated to giving away money to Menas and others,1
520,This affects our entire country with the arrival of so many immigrants our entire country is becoming poorer,1
521,Greetings The Progressive Sectarians continue to throw shit at Ayuso which is the only thing they know President works and goes out of her way for the health and wellbeing of the people of Madrid Others like Isa Serra provoke Vallecan KalesBorrokas and protect MENAS criminals,1
522,Are Moroccans really coming by boat to do military training on the beaches of Spain and they do nothing When there are attacks and people die the blame for this will lie with the politicians who let them in,1
523,With the support of they are going to spend per illegal immigrant to find work for them while they will screw you Spanish Were these the ones who came to change things,1
524,A damn immigrant attacks a poor Christian boy for no reason Even though the boy keeps saying Ok Ok,1
525,It makes me want to go to Morocco get on a boat and disembark in the Canary Islands What a joy hotel food women party I dont know what the hell Im doing getting up early to go to work honestly,1
526,A boat with migrants arrives on the coast of Fuerteventura Come on it costs bucks a day to shelter these lazy people,1
527,accompanying my mother for the covi test and without a waiting room The companions lying in the street Only if you arrive by boat great hotel and free planes The inheritance of the socialists giving away the money and spending it on parties without investing in healthcare,1
528,And are they going to give us a vaccine made from the previous strain I am supportive I give my cacuna to the menas and podemits,1
529,Ok fucking Moor next time bring an immigrant contract on the boat,1
530,It is more profitable for the Straits mafia to get a boat from these subSaharan kids than to bring bales of marijuana,1
531,It has stranded truck drivers in the United Kingdom Of course immigrants who arrive in a boat to Spain are put in a big hotel Government of useless and incompetent,1
532,fucking gypsy,1
533,Fucking MENAS Morocco to commit crimes against its country until when will the authorities continue to ignore the potential danger of this mob A young woman is injured after a bus is stoned in Copherfam,1
534,We have some Francoists at the next table saying that if they sink just one boat they wont come anymore and that the only thing Hitler did wrong was try to go after Russia instead of going after Africa,1
535,FRIEND trapped I can tell you you are in those situations with conditions for paying taxes if in the gloomy work of going down and contributing you were on a boat you would be in a star hotel in the Canary Islands,1
536,They are destroying our neighborhoods and they are destroying He brought dirt and crime That is the idiosyncrasy of those banana countries,1
537,Pure criminal immigrant from Central America who only comes to steal and disturb Mexicans,1
538,Well if he had governed we could imagine that Mary would not have had children because they would tell her to abort Joseph would have been placed in an LGBT beach bar and the wise men would not use a camel and would bring gifts they would come in a boat and ask for the payment she now she comes back for another one,1
539,Communism hates democracy and abandons SPANISH Communism supports the ETA TERRORIST AND supports the patera harming the SPANISH,1
540,Now its the lefts fault Manga of aweonaos defending an illegal immigrant,1
541,Keep in mind that VOX exists today and an unfortunate immigrant like you continues to live in SPAIN when you should have been kicked out and in Argentina a long time ago,1
542,I put you in a boat in the middle of the Atlantic calm Indian its humor,1
543,TREMENDOUS LEGACY FILLED US WITH FOREIGN CRIME AND THE STREETS WITH IMMIGRANT POVERTY,1
544,Hey TVE since you are the TV of the communist regime that we have do you know if anyone from the Bolshevik government has done anything for these people I dont think NO if they were in a boat and not in a truck you would see how quickly they would be in a hotel right,1
545,And I say wouldnt it be the resignation of or of the whole I put it as a case A lot of illegal immigrants are entering through the Canary Islands and Andalusia with Covid included and no one says anything And let it be known that I am not from the PP but the bread rises and Ayuso resigns,1
546,Because here we are good if not idiots it costs us each immigrant euros a day in those hotels which will surely be destroyed while there are Spanish families with serious economic and social dramas left unaddressed and with a country with more than billion public debt,1
547,BREAKING MINUTE A group of menas come to the door of the Galapagar palace to sing Christmas carols to Pablo Iglesias Among those present is Mohamed the one with the Decathlon bicycle and Mustafa the one who cleans his whistle in the fountains,1
548,Black fucking whore and falopera,1
549,In some ore centers in Andalusia they have removed several of them to send them to the Canary Islands with a contract to work as intermediaries,1
550,The look on the neoNazi wannabes face was epic On top of that served by a dirty immigrant,1
551,Patera of in the South of Tenerife Mohamed sends vaccines for the Canary Islands money for Mafias and NGOs,1
552,They only need some machine guns Maybe the weapons will arrive on the next boat Or they have them already hidden,1
553,Does anyone know if Pedro Snchez has already sent the Openarms to rescue our truckers Or does the felon only move with a kick,1
554,Are you an immigrant who comes illegally to exploit the incentives of political groups Multitude of economic and human resources Are you a Spanish truck driver who works hard and contributes to the wellbeing of others For you a switchboard redirected to Kuala Lumpur,1
555,Pussy What a cool analysis Im about to get into a boat so they can rescue me and thus get a salary and a nice house it hadnt occurred to me maybe because I respect everyone who works and I dont like slavers hobbies mine,1
556,Im from Barcelona and since Colau is here Barcelona is sad they are squatters manteros MENAS Romanians stealing on the subway or in tourist places and dp asks to buy from the small business when she has been fucking with the manteros now wants to look good,1
557,It takes less time if you are an African by boat from Morocco to Arguinegun than if you are a Spanish truck driver from Dover And the Red Cross awaits you upon your arrival,1
558,What better welcome than that of your own family at Casita Menas,1
559,I love paying taxes so that sick people can cut off their dicks and to support feminists and menas,1
560,Here in Valencia you could walk quietly through the Turia Garden and I say you could because you cant anymore Small groups of Menas some walking and others on bicycles seeing who is careless and could have their rifle or cell phone stolen Thank you Government and Generalitat for the gift,1
561,I am an immigrant and mestiza Im scared shitless every time I have to walk past a mob of Haitians Find out a little more about what you are defending,1
562,I havent said that its not racist but I do tell you again that you take them home and keep them many Spaniards dont want illegals Let them go and take their country for granted This is how many of us think and the immigrant who is legalized and commits a crime will also be expelled to his country,1
563,In Melilla with a population of inhabitants MENAs have snuck in to us all of them from our beloved neighbor country that loves us so much and maintains such good relations with Ceuta and Melilla Our Government does not want to know anything,1
564,Help to return them to their parents Let Morocco take care of them,1
565,For the truckers stuck in the UK Not a box of cookies They had to have entered in a boat or had a towel wrapped around their head so that they would be treated well,1
566,They did the same thing to me for saying what should be done with the gangs of male rapists,1
567,Ahhh and the immigrants and menas that they have sitting at their table to give them a plate of food and a roof And of course the President giving a speech asking for forgiveness and saying that the PSOE will return the money from the Andalusian ERE They are like to give an example to this scum,1
568,The MENAS can be on the street whenever they want you at they can not wear masks and infect everyone they steal with total freedom because they know that the next day they will be released and so on What a beautiful city they are leaving or country rather,1
569,Castizo FachaSmiz But hes a fucking immigrant,1
570,I dont have a house sir The podemites expropriated it from me to give it to some menas,1
571,If Podemos governed baby Jesus would have been brought Marijuana MENAS and a lot of unemployment Salu,1
572,Its not envy its hate Rotten with the million ERE and what is to come what they want is for you to pay more taxes to distribute it among themselves the menas and those in the unemployment line whatever they have left If Nadal donates a lot it shows more,1
573,No notice that just a few days ago we went to the call of a French warship to pick up a boat more than km from the Balearic Islands a boat that the French already had that deployment cost euros but to save these poor little ones that escape well combed,1
574,Its called humanity In other words it is not someone elses problem that someone has nowhere to live But they are followers of a man who was an immigrant persecuted for telling the truth and offering another way of life and so he was crucified Its called hypocrisy,1
575,They help the menas with pay and shelter They help squatters who occupy Spanish houses They help immigrants on boats with luxury hotels This government leaves Spanish truck drivers stranded Thanks to other countries and politicians for helping our truckers,1
576,At the beginning of the month he committed his crime calling himself Alfonso If he had arrived by boat he would have slept in a star hotel and danced with some red cross girl,1
577,That the government is more concerned about those in the Canary Islands than about truckers trapped in England says a lot about this country,1
578,They are neither transgender nor are they menas nor are they squatters They are fucking Spanish truck drivers trapped in the United Kingdom and forgotten by the ruling caste,1
579,Patera tourism does not seem to leave many benefits although occupancy seems to break records,1
580,The MENAS have parents and a known address in Morocco what the hell do they look like in our country They are criminals and have no solution IT IS NOT ABOUT RACISM it is realism The Canary Islands ask for help to manage ores and only receive an offer to relocate,1
581,The Canary Islands ask for help to manage menas and only receive an offer to relocate via children where they need to be is in their countries and with their families Here they are a source of crime an expense and a problem,1
582,What is me I will not allow myself to be vaccinated again by anything that comes from this government Let the politicians the judges the approved ones the various orcs the immigrant lovers the priests the EPP get vaccinated first and then I will think about whether I start thinking about getting it,1
583,Chile disastrous A painful image the culprits only thinking about being President and our young people blind hypnotized by the beautiful words of the left Tomorrow will be late The immigrant has zero contribution There is a lack of strong shaking and management,1
584,The Canary Islands ask for help to manage mines and only receive an offer to relocate through Very soon we will see them wandering the streets of all of Spain stealing and occupying homes with the permission of the government,1
585,When everything is given to the immigrant especially the Islamist we must fight and survive because they want to destroy our race customs and culture,1
586,Chileans spend years some more than years fighting for their own house or apartment Own and they give it to a Haitian immigrant what a shame Plus they have barbecues and play ball in quarantine they dont respect anyone and if you say something to them its discrimination What a pity,1
587,The Haitians had an airline entirely dedicated to migrant smuggling LAW Piera has legalized any illegal immigrant who has entered through border crossings on foot illegally Both are equally disastrous and must pay,1
588,Yes hello FUCKING IMBECILE Do you think youre very tall for your TDs That doesnt take away from the fact that your mom weighs pounds of shit and you live in the shittiest neighborhood in the United States FUCK YOUR BLACK WHORE CAMEROINS IVORY SENEGALES MOTHER SWALLOWER YOU FUCKING TOOTH,1
589,I dont want to offend you but almost no immigrant has a noble past,1
590,But now saying that MANY foreigners came to Chile through human trafficking is being racist You dont understand the concept As an immigrant I can say with knowledge that Chile MUST control its borders Not just anyone can enter,1
591,The criminal immigrant who comes from banana countries yes is indeed more criminal more violent and dangerous because he is accustomed to the reality of a lawless town where the law of the strongest governs and human life is worth zero cents,1
592,EVERY immigrant without verifiable higher education is not a contribution to Chile just a piece of shit who came to take jobs away from our compatriots without education DEPORTATION of all illegal and uneducated immigrants,1
593,Then you die stabbed by an immigrant family for being a good Samaritan the church generating guilt since time immemorial,1
594,So the femicide is transsexual a Mexican immigrant and friend of Sebastian Izquierdo I did not ask to be born in this shitty generation that has denied me everything in life conchetumadre,1
595,Of course they dont distribute them to our coastal towns because we already have the MENAS and all of Africa with the Top Manta and their trinkets on the promenade protected by the City Council the local police are afraid of them the desperate merchants,1
596,The truth of the facts cannot be changed or disrupted While in our nation called Spain there are thousands of Spanish families suffering from hunger those who come by boat staying in hotels the monarch and the government are guilty The rest are all fallacies,1
597,Get on a boat and go to Morocco youre useless,1
598,Who takes care of the blocked Spanish truckers Now I understand they dont go on a boat,1
599,moreover immigrant the ctm think about it,1
600,Today in the afternoon if you took a walk through the center what you saw most were crews of idle menas,1
601,Woman and Femicide the orc ctmre as much All this makes me sad and helpless how many women will be suffering because of so many immigrants monkeys kliaos Central Americans murderers it is well known that their culture is sexist and misogenous,1
602,And residences for menas run by faithful militants and charging atrocities,1
603,Youre a fucking kidnapped kid Get out of that dictatorship shit now Surely some boat is waiting for you,1
604,Precisely iker there is also a lot to investigate in NGOs between October and November they have received million euros Lets see if you could know how many companies are alive of puppies kittens childhood hunger menas Its really sad,1
605,Barcelona is now Warcelona I found out that minutes from my house there is an ore center How quiet the City Council was Of course for some time now there was a lot of movement More bottles than normal etc,1
606,And while we maintain their rights they steal attack and rape Come on were doing well,1
607,It is true the government and Congress do not give it importance The unfortunate thing is that the immigrant who enters the country is poor and they take advantage of the weaknesses of the system Free health and education among others Its hard to say but whatever the wave throws up comes and taxes take care of it,1
608,Jokingly I have come to think that maybe I had to throw away my documentation sand my fingerprints buy a boat and turn around in the middle of the sea to see if it slips in and they take me as an immigrant As a selfemployed person who was hooked for K in nonpayment I have no aid,1
609,Or entering Morocco by boat they will beat you up as soon as they see you If we are idiots damn,1
610,Well not Iker On the other hand everyone who arrives in a boat has an open letter to all kinds of help Just like any Briton who comes to Spain to have surgery and returns to his country with ease and leaves the bill to pay,1
611,And what do you care go to your country come on oh you dont count as an immigrant,1
612,There are more theories that are not misguided about a covert invasion of Europe and about drug and weapons mafias where they introduce mules among the real immigrants An exhaustive identity check could be carried out with the collaboration of Interpol to know who enters the boat,1
613,fucking immigrant,1
614,Hit it hard iker you are the best GET OUT OF OUR NEIGHBORHOODS And the kitchen doesnt like it,1
615,Others whitewashing illegal human trafficking and slavery Male immigrants to work for the drug mafias in Spain and immigrant women to prostitute themselves in the streets and industrial estates to pay the boat ticket to these mafias,1
616,what they had to do as they took them from the boat put them back on a boat and took them back to the boat where they had left them enough,1
617,Do you have any idea what its like to walk along the promenade of the city of Cdiz meters from the main avenue and suddenly see yourself surrounded by immigrants who have just arrived on a boat to the beach Something like this had never happened,1
618,Illegals who come by boat receive more help than Spaniards who have been exposing themselves and working hard during the months of confinement,1
619,Here Who says that she is proud of her party that she has spent million euros on unemployed people on whores and cocaine that she prevents investigating the prostitution and rape of MENA girls in the Balearic Islands that is responsible for deaths that she makes an agreement with ETA and racists What they are,1
620,No maam I pay for that with my Social Security contributions the one that you give free to every immigrant who comes I pay for it and they deduct it from me What the hell free Free is for you who surely do not have anything paid for like immigrants You will have a hard face,1
621,The Mohamed VI extends its territorial waters to the Canary Islands claims Ceuta and Melilla we raise the menas we house the illegals in star allinclusive hotels we pay for their vaccines they are the preliminaries of the annexation of Spain to the kingdom of Morocco,1
622,This Luca was making me sick she knows perfectly well that it is illegal and mafia immigration that is sent by Morocco to invade Europe and she still says nothing happens they sent everyone to her fing house with Luca in a boat,1
623,I prescribed some time alone with the MENAS who are loose without a leash in Casa de Campo,1
624,In gyms the Patera Diet is becoming fashionable to gain muscle mass,1
625,If you take your minor child in the car without a seat belt you will get a fine that will make you crazy and hope that they dont take custody of you if you put him in a boat to cross the strait they will give you a little money and money into the sea,1
626,Madam they come legally by plane and we know who is coming In patera we have no idea The last attack in Europe a terrorist arrived via Lampedusa in a boat In the s we Spaniards went with a contract and when we finished we went to Spain He doesnt know what hes talking about,1
627,If a socalled immigrant arrives in Spain he can move to any country in the union and they always give him help be it food a bed or clothing If a Spaniard moves he receives no help so he cannot move in the same way and is always at a disadvantage,1
628,Four poor people coming in a boat Four hdp who come to live like a king How angry holy god,1
629,NGOS are funded by every illegal immigrant that reaches the shores of Europe They provide false passports false nie and means to settle work and raise money to pay the NGOs for their trip to Europe Spain is going to use the Turkish model,1
630,For this government an immigrant who contributes nothing and consumes is worth more than a Spanish worker who produces and contributes They hate Spain and the Spanish who are the ones who keep them in their official positions,1
631,And now you go and say that integration is close LESS to your country we dont have to support other peoples children,1
632,NGOS promote the slave market in Europe Each immigrant receives a pension they work and earn money They contribute a percentage of their income to the NGO that brought them to Europe Slave Market sponsored by NGOs throughout Europe,1
633,Being called a xenophobe or racist for treating an immigrant who commits a crime as a criminal is the same as being called a classist or discriminator for treating a poor person who commits a crime as a criminal Neocommunist progressive totalitarian Leftland only sees good immigrants and poor people,1
634,If my name was mamadou and I lived in Mauritania seeing everything they do in Spain I would have already come in a boat fucking government,1
635,Our kidneys pay for the vaccines your salaries the hotels and surf courses for illegal immigrants the maintenance of the menas your purchases of defective material the nonsense posters of the Minister of Inequality and the Falcn,1
636,All of us who are legally and pay taxes pay them Illegal Immigrants and Menas NO To emphasize that you try to cover it up,1
637,The shot that would hit him for being a black shit,1
638,The UN band and they look so hot Those who are Menas return to their homeland and let their government carry them the rest will burst doing social work,1
639,To this gov you are more interested death the life of the old and those who are going to be born the illegals and the menas that is the parasites the poor truckers trapped in England the squatters and ticks who dont pay taxes the middle class who pays their salaries THEY ARE TRASH,1
640,I read an immigrant with an expired visa who left Chile returns for an illegal step Thats how easy But what is more serious is that the subject intends that the process to achieve definitive must continue Controlled upon leaving Perception of zero control at borders and facilities for these people to stay is impressive,1
641,ILLEGAL in days Everyone to hotels They were eager to break up the Arguinegun camp so that we Canarians would not see the thousands of ILLEGALS who come to live off the story Rescue rescues another boat with North Africans south of Gran Canaria,1
642,Yes yes but why do you start putting it on us and insist so much that we put it on Since youre not going to answer me you stupid bitch Ill answer myself for you Because you want to put an end to the Spaniards and give the country to your dirty children,1
643,The Sons of Anarchy soundtrack makes you want to kill a Latino immigrant,1
644,Yes thats how it is They are going to vaccinate the menas and the tourists of patera before they vaccinate you hard worker,1
645,Look at the comments hahaha what a crazy country If he had come by boat he would have been named Count of Mallorca at least and they would have evicted Nadal to give him his house,1
646,Exactly exact According to balos the society that this government wants for Spain Criminals Traitors and similar individuals If you dont belong to one of these groups or if youre an illegal immigrant thats okay you have to listen to their string of nonsense and shut up,1
647,And now you go and say that integration is close LESS to your country we dont have to support other peoples children VOX VOX VOX,1
648,Illegal immigration leads to ghettos exploitation crime marginality if you agree with it the solution is to welcome an illegal immigrant into your home give him training food and shelter if you dont cheap demagogy of charlatans,1
649,Immigrant day again but it was last week and the week before,1
650,And on top of that going to work at the hospital in Galicia makes me look like a fucking illegal immigrant because of the amount of papers I have to carry to get through But well I suppose that since these people are not famous you are not interested in saying anything,1
651,So stupid Entering in a boat it would have a on the face,1
652,They bring them by mother ship almost to the coast and put them on the boat give notice and pick them up It is more profitable than drugs,1
653,You are also color blind if you arrive by boat they put you up in hotels with expenses paid if you are Spanish and you are left in ruins you are screwed,1
654,As a Dominican who has no intention of going to live in another country as a foreign immigrant I prefer or the president will be responsible for the situation that was generated in the DR for forcing Dominicans to live with illegals,1
655,The good guy is genocidal Illegal immigrant Either they leave or we deport them This is not your place Our lives are in it Question of survival Without racism or acrimony,1
656,If you warn warn its not going to happen that something happens to your boat children,1
657,I propose not to receive one more illegal immigrant as long as there is a Spaniard at risk or on the street,1
658,He came to PATERA and lives by frightening others Thanks for the support,1
659,Im about to grab a boat and get to the Canary Islands It is the only way to spend a free vacation and forget about the coronavirus,1
660,Gratuity That vaccine comes from the personal income tax of those rightwing workers it is not given away by Pfizer for Christmas IRPF that neither squatters nor Menas nor manteros pay you,1
661,And companies closing the selfemployed in ruin And the immigrants surfing the tears of the Spanish WE ALL PAY,1
662,Maybe he writes in an immigrant language,1
663,In Barcelona the order will be Menas Squatters CDRs riffraff in general etc etc and if there are any left over police,1
664,stolen I dont know but a putative son yes in addition to being an immigrant and born from an extramarital sexual relationship but they covered it up by saying that it was the fruit of his mother with a pigeon,1
665,I have told him to stop nonsense to come by boat if he wants to enter without PCR,1
666,Who knows what you injected into the poor lady Hopefully it will be like at El Paso University Hospital They injected nothing because the plunger of the syringe didnt even move If you want less covid start by not letting infected people enter the boat CLOWNS,1
667,For some reason the other day they approved the euthanasia law Now to apply it and lighten the burden of retirees pensions to be able to bring in Menas What HDLGP,1
668,Furthermore the plural is a leftist pamphlet that you are contacting me the same as the people the confidential the country etc The thing about the menas or the adults who rape and love Spanish girls and it has come out and it is true Tell it but since they are illegal it is not said You can see your feathers,1
669,Of course yes and you are the one who tells the truth and the one who doesnt and those who arent are leftist well neither hahahaha Say about the packs of menas violations or attempts eh You shut up because of the bullshit of goodness You are a journalist so you speak hypocritically and you know that it is true that it happens,1
670,The legal immigrant is the one who comes with papers and follows all the legal steps with patience and the illegal one skips all the steps and arrives invading,1
671,The government only cares about the illegals who enter the boat and if that means that others will help our people Panda of Scoundrels,1
672,They both have beautiful parts and ugly parts They both have ores But Ill stick with Barcelona Although of the two cities really suck,1
673,By the looks of them I would swear they are MENAS it doesnt matter what country or when you read this,1
674,I live in Barcelona and with Colau everything bad has happened things that only she and her squatters understand we are full of squatters manteros and MENAS who steal and rape but the feminists dont say anything to these it must be because they are foreigners We are fed up with this guy,1
675,In Madrid without going any further crime has increased by since the subsidized menas have run rampant in the vegetable neighborhood deportation now,1
676,Does anyone know where the red cross is Or does it only help those who sail on boats,1
677,To the idiots who defend the immigrant pest I invite you to take in a few Haitian families to see if you continue DEFENDING them when they urinate on their trees and defecate in the garden,1
678,What a shame what they achieved by letting in so many immigrants I cant stand them and that makes me a racist Before if they needed work per day I would help them But now all I want is for them to leave my Chile Thank you gordi and heraldo for having a position at the UN and,1
679,Well let them relocate the menas near their daughters schools since they like them so much they will have no qualms about being looked at,1
680,Poor Argentines I sent him in a slightly punctured boat,1
681,I asked my nephew what he wants to be when he grows up he told me an illegal immigrant These kids are getting smarter every day,1
682,No I say it because the fachas consider him Spanish because he is a rich immigrant There is something worse than a white American he is called a white South American,1
683,Poland sends the army to England to help the truck drivers of its country as much as possible Since they are not immigrants nor do they travel by boat Spain offers their help a telephone number of an embassy that does not lift a finger for the Spanish but rather They are politicians,1
